Event,Site,Date,Round,White,Black,Result,BlackClock,BlackElo,BlackRD,ECO,FICSGamesDBGameNo,PlyCount,Time,TimeControl,WhiteClock,WhiteElo,WhiteIsComp,WhiteRD,AvgEvalOpening,AvgEvalMiddle,AvgEvalEnd,AvgEmtOpening,AvgEmtMiddle,AvgEmtEnd,ResultComment,BlackIsComp
FICS rated blitz game,FICS freechess.org,2023.01.31,?,HappyPawns,konozrout,1-0,0:05:00.000,2069,27.5,B42,530198797,147,08:10:00,300+1,0:05:00.000,2610,Yes,59.6,43.1,303.38775510204084,1007.1538461538462,0.912326530612245,0.6464489795918368,0.3473541666666667,[%emt 0.1] Black checkmated,Yes
FICS rated blitz game,FICS freechess.org,2023.01.31,?,exeComp,Jawxodju,1-0,0:02:00.000,1720,345.1,C00,530198658,3,07:46:00,120+12,0:02:00.000,2596,Yes,74.8,43.5,,36.0,0.0,,0.0,[%emt 0.1] Black resigns,
FICS rated blitz game,FICS freechess.org,2023.01.31,?,konozrout,Geforce,1/2-1/2,0:05:00.000,1976,15.5,D30,530198581,86,07:19:00,300+0,0:05:00.000,2071,Yes,27.5,60.6551724137931,-22.928571428571427,-146.17857142857142,0.6903571428571428,1.3598928571428572,0.6405178571428572,[%emt 0.387] Game drawn by repetition,
FICS rated blitz game,FICS freechess.org,2023.01.31,?,Geforce,konozrout,1/2-1/2,0:05:00.000,2073,27.6,C49,530198549,88,07:10:00,300+0,0:05:00.000,1974,,15.5,40.7,-5.0,-1.6206896551724137,0.29872413793103453,1.287655172413793,0.9643793103448273,[%emt 3.335] Game drawn by repetition,Yes
FICS rated blitz game,FICS freechess.org,2023.01.31,?,Kudini,HappyPawns,0-1,0:05:00.000,2610,59.7,C45,530198498,24,06:59:00,300+0,0:05:00.000,1553,,348.2,32.666666666666664,-213.0,-387.85714285714283,0.174375,0.6031249999999999,2.8578571428571427,[%emt 11.153] White forfeits by disconnection,Yes
FICS rated blitz game,FICS freechess.org,2023.01.31,?,OmaBrigitte,ForgacsJ,1-0,0:03:00.000,2008,28.0,A45,530198419,95,06:38:00,180+0,0:03:00.000,2142,,30.7,49.8125,55.225806451612904,761.0645161290322,0.766774193548387,1.0442903225806448,0.34051612903225803,[%emt 0.1] Black forfeits on time,
FICS unrated blitz game,FICS freechess.org,2023.01.31,?,MORSAL,IFDStock,1-0,0:03:00.000,2400,42.7,B00,530198337,108,06:13:00,180+2,0:03:00.000,3026,Yes,125.8,64.75675675675676,77.33333333333333,272.14285714285717,1.1018888888888887,0.74225,0.535342857142857,[%emt 0.818] Black resigns,Yes
FICS unrated blitz game,FICS freechess.org,2023.01.31,?,IFDStock,MORSAL,1/2-1/2,0:03:00.000,3026,125.8,A00,530198307,260,06:03:00,180+2,0:03:00.000,2400,Yes,42.7,-50.770114942528735,-3.5813953488372094,10.546511627906977,0.49018604651162795,0.46132558139534874,0.6031802325581395,[%emt 1.523] Neither player has mating material,Yes
FICS unrated blitz game,FICS freechess.org,2023.01.31,?,MORSAL,pikozrout,1-0,0:02:00.000,2128,39.3,C54,530198252,71,05:52:00,120+2,0:02:00.000,3026,Yes,125.8,53.291666666666664,329.0869565217391,349.25,0.6090869565217392,0.4294347826086956,0.38960869565217393,[%emt 0.366] Black checkmated,Yes
FICS unrated blitz game,FICS freechess.org,2023.01.31,?,pikozrout,MORSAL,0-1,0:02:00.000,3026,125.8,D10,530198238,90,05:46:00,120+2,0:02:00.000,2128,Yes,39.3,-7.612903225806452,-172.2,-572.6315789473684,0.3506333333333333,0.5394333333333333,0.7959310344827586,[%emt 0.256] White checkmated,Yes
FICS rated blitz game,FICS freechess.org,2023.01.31,?,Geforce,konozrout,1-0,0:05:00.000,2084,27.6,C50,530198141,29,05:23:00,300+0,0:05:00.000,1947,,15.5,29.6,6.333333333333333,0.0,0.20122222222222222,0.4451111111111111,0.4287777777777778,[%emt 1.542] Black checkmated,Yes
FICS rated blitz game,FICS freechess.org,2023.01.31,?,konozrout,Geforce,1-0,0:05:00.000,1958,15.5,C25,530198095,67,05:07:00,300+0,0:05:00.000,2079,Yes,27.6,39.47826086956522,181.5909090909091,229.05,0.3973636363636365,0.8189545454545454,1.2493636363636362,[%emt 0.458] Black checkmated,
FICS rated blitz game,FICS freechess.org,2023.01.31,?,HappyPawns,Speyside,1-0,0:05:00.000,2034,23.1,C66,530197869,47,04:13:00,300+1,0:05:00.000,2609,Yes,59.7,42.5625,329.1333333333333,321.8333333333333,0.08666666666666668,2.8139333333333334,0.7249000000000003,[%emt 0.1] Black checkmated,Yes
FICS rated blitz game,FICS freechess.org,2023.01.31,?,HappyPawns,konozrout,1-0,0:05:00.000,2080,27.6,A65,530197545,85,02:21:00,300+1,0:05:00.000,2608,Yes,59.8,84.06896551724138,70.57142857142857,441.89285714285717,1.045142857142857,0.8855000000000001,1.0141785714285716,[%emt 0.1] Black resigns,Yes
FICS rated blitz game,FICS freechess.org,2023.01.31,?,IFDThor,HappyPawns,0-1,0:05:00.000,2607,59.9,D93,530197523,106,02:14:00,300+1,0:05:00.000,1988,Yes,23.7,-96.36111111111111,-333.0571428571429,-499.2857142857143,0.7304,0.31562857142857137,0.2824,[%emt 3.068] White resigns,Yes
FICS rated blitz game,FICS freechess.org,2023.01.31,?,HappyPawns,Speyside,1-0,0:05:00.000,2021,23.3,D39,530197504,57,02:07:00,300+1,0:05:00.000,2606,Yes,60.0,26.6,334.7368421052632,700.125,0.6864210526315789,1.6807368421052633,0.6999444444444445,[%emt 0.1] Black checkmated,Yes
FICS rated blitz game,FICS freechess.org,2023.01.31,?,Geforce,konozrout,1/2-1/2,0:05:00.000,2082,27.6,B50,530197455,64,01:43:00,300+0,0:05:00.000,2001,,16.1,-9.0,102.76190476190476,187.61904761904762,0.7676190476190476,0.6798571428571427,0.39395238095238094,[%emt 4.269] Game drawn by repetition,Yes
FICS rated blitz game,FICS freechess.org,2023.01.31,?,Speyside,Geforce,0-1,0:05:00.000,1992,16.1,E01,530197412,118,01:18:00,300+0,0:05:00.000,2030,Yes,23.3,-76.85,-522.1794871794872,-612.1612903225806,0.8065897435897436,0.921974358974359,0.48617948717948734,[%emt 0.941] White checkmated,
FICS rated blitz game,FICS freechess.org,2023.01.31,?,Geforce,Speyside,1-0,0:05:00.000,2039,23.3,C50,530197395,29,01:17:00,300+0,0:05:00.000,1983,,16.1,24.0,16.333333333333332,0.0,0.2896666666666667,0.8108888888888889,0.3014444444444444,[%emt 1.046] Black checkmated,Yes
FICS rated blitz game,FICS freechess.org,2023.01.31,?,Speyside,Geforce,1-0,0:05:00.000,1990,16.2,C65,530197387,29,01:13:00,300+0,0:05:00.000,2032,Yes,23.3,39.7,372.77777777777777,351.9166666666667,0.21544444444444444,0.48277777777777786,0.5925,[%emt 0.1] Black checkmated,
FICS rated blitz game,FICS freechess.org,2023.01.31,?,Geforce,Speyside,1-0,0:05:00.000,2041,23.4,C50,530197377,29,01:08:00,300+0,0:05:00.000,1981,,16.2,25.8,26.444444444444443,0.0,0.2861111111111111,0.8907777777777779,0.3195,[%emt 0.988] Black checkmated,Yes
FICS rated blitz game,FICS freechess.org,2023.01.31,?,Speyside,Geforce,1-0,0:05:00.000,1988,16.2,C65,530197371,85,00:57:00,300+0,0:05:00.000,2034,Yes,23.4,17.96551724137931,134.46428571428572,390.7857142857143,0.8204642857142856,0.9811785714285713,0.7906785714285715,[%emt 8.175] Black forfeits on time,
FICS rated blitz game,FICS freechess.org,2023.01.31,?,konozrout,Geforce,1/2-1/2,0:05:00.000,1986,16.2,D30,530197292,76,00:15:00,300+0,0:05:00.000,2084,Yes,27.6,48.61538461538461,186.12,-291.12,0.4296400000000001,1.02624,0.3852399999999999,[%emt 21.305] Game drawn by mutual agreement,
FICS rated blitz game,FICS freechess.org,2023.01.31,?,Geforce,konozrout,0-1,0:05:00.000,2078,27.7,B10,530197276,82,00:04:00,300+0,0:05:00.000,1992,,16.2,77.82142857142857,169.33333333333334,-348.6666666666667,0.5497037037037037,1.4084074074074076,1.516037037037037,[%emt 0.242] White resigns,Yes
FICS rated blitz game,FICS freechess.org,2023.01.30,?,konozrout,Geforce,1-0,0:05:00.000,1998,16.2,C30,530197255,59,23:55:00,300+0,0:05:00.000,2072,Yes,27.8,78.9,47.63157894736842,454.3157894736842,0.3731578947368421,1.1766315789473683,0.9919473684210526,[%emt 4.405] Black resigns,
FICS rated blitz game,FICS freechess.org,2023.01.30,?,exeComp,IFDStock,1/2-1/2,0:02:00.000,2396,42.7,C01,530197172,230,23:03:00,120+12,0:02:00.000,2604,Yes,74.8,61.116883116883116,16.513157894736842,27.375,1.6876578947368421,1.3756710526315787,3.0845394736842104,[%emt 5.507] Neither player has mating material,Yes
FICS rated blitz game,FICS freechess.org,2023.01.30,?,konozrout,sparse,1-0,0:05:00.000,2013,30.9,B10,530197143,73,23:21:00,300+0,0:05:00.000,2065,Yes,27.9,24.56,-89.875,34.68181818181818,0.7921666666666667,0.7055833333333333,1.2331666666666667,[%emt 1.76] Black resigns,
FICS rated blitz game,FICS freechess.org,2023.01.30,?,Geforce,konozrout,1-0,0:05:00.000,2075,27.9,C50,530197056,25,23:01:00,300+0,0:05:00.000,1988,,16.2,22.11111111111111,-56.25,326.0,0.219875,0.43125,0.722,[%emt 1.737] Black checkmated,Yes
FICS rated blitz game,FICS freechess.org,2023.01.30,?,Geforce,Speyside,1/2-1/2,0:05:00.000,2035,23.4,C41,530196998,88,22:40:00,300+0,0:05:00.000,1987,,16.3,76.63333333333334,290.48275862068965,-61.41379310344828,0.8489655172413795,0.4871034482758621,0.6146896551724139,[%emt 0.1] Game drawn by repetition,Yes
FICS rated blitz game,FICS freechess.org,2023.01.30,?,Speyside,Geforce,0-1,0:05:00.000,1978,16.3,D05,530196958,206,22:29:00,300+0,0:05:00.000,2044,Yes,23.4,34.2463768115942,6.485294117647059,-220.46323529411765,0.7094411764705884,0.5130588235294118,0.46858823529411764,[%emt 0.483] White forfeits on time,
FICS rated blitz game,FICS freechess.org,2023.01.30,?,GimmeDatKing,cavebird,1-0,0:05:00.000,1788,37.9,A02,530196938,45,22:21:00,300+0,0:05:00.000,2283,,75.7,-30.3125,230.53333333333333,210.5,2.0608666666666666,3.1411999999999995,2.543928571428571,[%emt 3.823] Black forfeits on time,
FICS rated blitz game,FICS freechess.org,2023.01.30,?,Geforce,Speyside,0-1,0:05:00.000,2037,23.5,B27,530196924,208,22:18:00,300+0,0:05:00.000,1985,,16.3,-80.8,-127.71014492753623,-247.91044776119404,0.6835942028985507,0.4823913043478261,0.4518695652173914,[%emt 0.302] White resigns,Yes
FICS rated blitz game,FICS freechess.org,2023.01.30,?,kasperyan,GimmeDatKing,0-1,0:05:00.000,2279,76.0,A01,530196902,72,22:12:00,300+0,0:05:00.000,1914,,63.9,31.72,-169.66666666666666,-751.6521739130435,0.6186250000000001,1.5154166666666669,1.2960434782608696,[%emt 0.606] White resigns,
FICS rated blitz game,FICS freechess.org,2023.01.30,?,konozrout,Geforce,1-0,0:05:00.000,1991,16.4,A22,530196878,67,22:09:00,300+0,0:05:00.000,2069,Yes,28.0,17.869565217391305,141.1818181818182,376.77272727272725,0.7877272727272728,0.5542727272727274,1.0518181818181818,[%emt 4.861] Black resigns,
FICS rated blitz game,FICS freechess.org,2023.01.30,?,IFDThor,sparse,0-1,0:05:00.000,2005,31.0,D66,530196869,54,22:12:00,300+0,0:05:00.000,2016,Yes,23.7,46.68421052631579,-97.61111111111111,-551.4117647058823,0.32866666666666666,0.3666666666666666,0.33388235294117646,[%emt 4.901] White resigns,
FICS rated blitz game,FICS freechess.org,2023.01.30,?,GimmeDatKing,AsDaGo,1-0,0:05:00.000,1793,34.2,A00,530196850,73,22:01:00,300+0,0:05:00.000,2277,,76.7,-34.84,144.29166666666666,290.875,1.1801666666666666,2.1606666666666667,0.5869166666666666,[%emt 3.125] Black resigns,
FICS rated blitz game,FICS freechess.org,2023.01.30,?,ArasanX,Notarious,1/2-1/2,0:05:00.000,2800,34.6,D46,530196684,53,21:25:00,300+0,0:05:00.000,2680,Yes,30.6,34.888888888888886,15.941176470588236,5.0588235294117645,0.1333529411764706,1.207,0.8423235294117648,[%emt 3.286] Game drawn by mutual agreement,Yes
FICS rated blitz game,FICS freechess.org,2023.01.30,?,Notarious,ArasanX,1/2-1/2,0:05:00.000,2677,30.7,B90,530196642,89,21:08:00,300+0,0:05:00.000,2803,Yes,34.8,27.6,11.96551724137931,2.4310344827586206,0.14200000000000002,0.8694137931034484,0.428948275862069,[%emt 37.749] Game drawn by repetition,Yes
FICS rated blitz game,FICS freechess.org,2023.01.30,?,ArasanX,Notarious,1/2-1/2,0:05:00.000,2806,34.9,C67,530196601,79,20:55:00,300+0,0:05:00.000,2674,Yes,30.8,30.962962962962962,24.307692307692307,-7.230769230769231,1.0479615384615384,0.39380769230769225,0.689846153846154,[%emt 6.71] Game drawn by mutual agreement,Yes
FICS rated blitz game,FICS freechess.org,2023.01.30,?,ChessRotull,chesspickle,1-0,0:05:00.000,1999,25.8,D00,530195714,195,17:15:00,300+0,0:05:00.000,2084,,39.8,99.42424242424242,327.2153846153846,1002.25,0.5391230769230769,0.5488,0.53934375,[%emt 1.201] Black checkmated,Yes
FICS rated blitz game,FICS freechess.org,2023.01.30,?,chesspickle,ChessRotull,1-0,0:05:00.000,2094,40.1,B06,530195660,49,17:08:00,300+0,0:05:00.000,1989,Yes,25.8,88.76470588235294,165.3125,416.0,0.3379375,0.9741875,0.7570000000000001,[%emt 4.595] Black resigns,
FICS rated blitz game,FICS freechess.org,2023.01.30,?,ChessRotull,chesspickle,0-1,0:05:00.000,1978,25.9,C28,530195629,74,17:01:00,300+0,0:05:00.000,2105,,40.3,-22.96,-155.08333333333334,-418.125,0.5145416666666667,0.4968333333333333,0.7449791666666667,[%emt 3.051] White resigns,Yes
FICS rated blitz game,FICS freechess.org,2023.01.30,?,chesspickle,ChessRotull,1-0,0:05:00.000,2116,40.5,B43,530195589,123,16:52:00,300+0,0:05:00.000,1967,Yes,26.0,5.642857142857143,140.5121951219512,542.6111111111111,0.503780487804878,0.6638292682926829,0.5365,[%emt 0.154] Black resigns,
FICS rated blitz game,FICS freechess.org,2023.01.30,?,ArasanX,pikozrout,1-0,0:05:00.000,2129,39.3,A52,530195554,71,16:45:00,300+3,0:05:00.000,2673,Yes,30.8,117.41666666666667,273.2173913043478,712.304347826087,0.732782608695652,1.6425652173913041,0.9297391304347826,[%emt 7.695] Black resigns,Yes
FICS rated blitz game,FICS freechess.org,2023.01.30,?,pikozrout,ArasanX,0-1,0:05:00.000,2672,30.8,D43,530195467,82,16:32:00,300+3,0:05:00.000,2130,Yes,39.3,29.964285714285715,-184.66666666666666,-706.5333333333333,0.14662962962962964,2.687407407407408,1.6033703703703706,[%emt 0.1] White checkmated,Yes
FICS rated blitz game,FICS freechess.org,2023.01.30,?,foggydew,Speyside,0-1,0:05:00.000,2018,23.4,E91,530195343,182,15:58:00,300+5,0:05:00.000,2016,Yes,29.9,-13.295081967213115,-82.58333333333333,-577.9333333333334,2.3505166666666666,0.8563,0.32261666666666666,[%emt 5.862] White resigns,Yes
FICS rated blitz game,FICS freechess.org,2023.01.30,?,ArasanX,Notarious,1/2-1/2,0:05:00.000,2809,35.0,C67,530195321,186,16:08:00,300+0,0:05:00.000,2669,Yes,30.8,25.095238095238095,0.7903225806451613,0.0,0.8877903225806452,0.45840322580645165,0.4755409836065574,[%emt 1.008] Game drawn by the 50 move rule,Yes
FICS rated blitz game,FICS freechess.org,2023.01.30,?,Notarious,ArasanX,1-0,0:05:00.000,2674,30.9,C65,530195176,117,15:51:00,300+0,0:05:00.000,2804,Yes,35.1,-1.95,55.53846153846154,188.18421052631578,0.1784102564102564,1.1502307692307692,0.5121842105263159,[%emt 2.495] Black resigns,Yes
